source	reference	first_translation	first_bleu	first_comet	reflection	second_translation	second_bleu	second_comet	second_correct
Hlenga lelihele ngegama elihlukile	Save the current file with a different name	Change this name to a different one	0.078609008	0.6106938719749451	"Error Diagnosis: Misinterpretation of ""hlela"" as ""change"" instead of ""save"".
Minimal Correction: Use correct verb ""save"" instead of ""change"".
Must-Preserve: current file, different name
Factual Detail: The action is to save the current file with a different name."	Save this file with a different name	0.5578002860768766	0.90132606	TRUE
ilebula	label	table	0	0.6291944980621338	"Error Diagnosis: Incorrect meaning
Minimal Correction: Replace with correct translation
Must-Preserve: isiZulu, ilebula
Factual Detail: The word ""ilebula"" in isiZulu means ""label,"" not ""table."""	label	1	0.98139143	TRUE
Phoqa lesisebenziso ukuphuma? (Ibhukwana elivuliwe lozolahleka.)	If you choose to force an application to exit, unsaved changes in any open documents in it might get lost.	Do you need to exit this application? (This is an open document that will be lost.)	0.045104336	0.6595243811607361	"Error Diagnosis: Incomplete information
Minimal Correction: Include consequences of exiting
Must-Preserve: unsaved changes, open documents
Factual Detail: Consequences of losing unsaved changes when forcing an application to exit."	Do you want to exit this application? (Unsaved changes may be lost in this open document.)	0.039061501	0.7238858938217163	TRUE
Isihleli sebha yamathuluzi	Toolbar Editor	A tool holder	0	0.6342820525169373	"Error Diagnosis: Misinterpretation
Minimal Correction: Translate as ""Toolbar Editor""
Must-Preserve: Isihleli, yamathuluzi
Factual Detail: Tool holder refers to a physical object, while Toolbar Editor is a software function."	Toolbar Editor	0.2213885886251307	0.9814413785934448	TRUE
isi-Nodikhi	Nordic	isi-Nodikhi	0	0.5753456950187683	"Error Diagnosis: Literal phrasing
Minimal Correction: Change to 'Nordic'
Must-Preserve: isiZulu
Factual Detail: Reflects region accurately."	Nordic	1	0.9894395470619202	TRUE
Uqinisekeli ufuna ukuthulula zonke izinhlamvu kudoti?	Empty all of the items from the trash?	Are you sure you want to throw all the letters in the trash?	0.10237664105496519	0.6802777051925659	"Error Diagnosis: Misinterpretation of ""throw all the letters in the trash""
Minimal Correction: Use ""empty all of the items from the trash""
Must-Preserve: Uqinisekeli, zonke izinhlamvu
Factual Detail: The instruction to remove all items from the trash, not to throw them away."	Are you sure you want to empty all of the items from the trash?	0.4758733096412523	0.7701151371002197	TRUE
Akukhonakali ukusungula umchachazo wevidiyo	Can't establish video stream	It is not possible to create a video explanation.	0.023457495174891017	0.6736711859703064	"Error Diagnosis: Inaccurate phrasing
Minimal Correction: Use correct term
Must-Preserve: video stream
Factual Detail: Emphasize the establishment of a stream, not creation of content."	It is not possible to establish a video stream.	0.063026476	0.8070927858352661	TRUE
Ukhethe %s kulenhlanganiso, kodwa uhlelo lwephutha lakho i-%s. Bewufuna ukwenza %s iphutha lenhlanganiso yakho nakusasa?	You have chosen %s for this session, but your default setting is %s.	You chose %s in this configuration, but your error program is %s. Would you like to make %s the error in your configuration tomorrow?	0.13172130827463843	0.6354602575302124	"Error Diagnosis: Incorrect word choice
Minimal Correction: Replace ""error program"" with ""default setting""
Must-Preserve: ""You have chosen"", ""for this session"", ""%s""
Factual Detail: Clarify the difference between the user's choice and the system's default setting."	You have chosen %s in this session, but your default setting is %s. Would you like to make %s the error in your configuration tomorrow?	0.4343577468569328	0.7265115976333618	TRUE
_Umbhalo eduze nomboniso-sithombe	_Text beside icons	Text close to the image display	0	0.6602466702461243	"Error Diagnosis: Inaccurate phrasing
Minimal Correction: Use correct description
Must-Preserve: Text, icons
Factual Detail: Clarify location of text and icons."	Text and icon in close proximity	0	0.6635833382606506	FALSE
Umumo wesuku lwenyanga yehele. Amanani engenzeka "ndaweni", "iso" no "ngemthethweni".	The format of file dates. Possible values are "locale", "iso", and "informal".	The state of the day of the new moon. Possible meanings include "place," "eye," and "officially."	0.045112913369222594	0.5117853879928589	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Use correct context
Must-Preserve: format, file dates, possible values
Factual Detail: Indicates different date formats."	The essence of the new moon day. Possible interpretations include "location," "eye," and "according to the law."	0.043590592	0.5251225233078003	FALSE
Sebenzisa _Iphutha Lesizinda	Use _Default Background	Use _Database Error	0.0724975	0.5472299456596375	"Error Diagnosis: Incorrect term usage
Minimal Correction: Replace with correct term
Must-Preserve: Use
Factual Detail: The translation should convey the idea of utilizing something."	Use _The Database Error	0.061033220311973134	0.5759382247924805	FALSE
Iya esabelweni sasekhaya	Unable to eject location	Go to the local government office	0.037593405	0.4845786690711975	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Change to ""Unable to eject location""
Must-Preserve: Iya esabelweni
Factual Detail: Indicates inability to leave a place."	Unable to eject location	1	0.9750750660896301	TRUE
iwindi lendlela yokufaka	input method window	the window of the way to insert	0.032359348	0.5722146034240723	"Error Diagnosis: Literal phrasing
Minimal Correction: Use correct terminology
Must-Preserve: input method window
Factual Detail: Accurate technical description."	The input method window	0.43146827293898643	0.9191626906394958	TRUE
Isikhwama sakhona sokonga amafayela athunyelwe.	The default folder to save file transfers in.	Its savings bag for the files sent.	0.025239074	0.4927075207233429	"Error Diagnosis: Misinterpreted function of ""isikhwama"".
Minimal Correction: Translate ""isikhwama"" as ""default folder"".
Must-Preserve: amafayela athunyelwe
Factual Detail: Express purpose of saving file transfers."	Our default folder for saving received files.	0.069563599	0.7761713266372681	TRUE
Umfundi milayezo	Mail Reader	Student message	0	0.5666195750236511	"Error Diagnosis: Misinterpretation
Minimal Correction: Use correct context
Must-Preserve: Umfundi, milayezo
Factual Detail: Refers to a student's email or message reader."	Student email/message	0	0.5436663627624512	FALSE
Hlela uhlelo lokuqala kabusha	Edit Startup Program	Plan to restart the program	0	0.5192630887031555	"Error Diagnosis: Literal phrasing
Minimal Correction: Use more accurate term
Must-Preserve: Startup Program
Factual Detail: The program is being edited, not just restarted."	Edit the startup program for the first time.	0.02573285	0.5584988594055176	FALSE
Incwadi yezinsuku zonyaka%%s	Calendar	Book of the Days of the Year	0	0.4613005220890045	"Error Diagnosis: Misinterpretation
Minimal Correction: Change to ""Calendar""
Must-Preserve: Days of the Year
Factual Detail: Refers to a book or document that lists days of the year."	Calendar of the Year's Days	0.037593405	0.5671151876449585	FALSE
Isibonisi %s sihlangabezane nephutha masiqala.	The desktop view encountered an error.	The indicator %s encountered an error when we started.	0.13190955568171472	0.5837908387184143	"Error Diagnosis: Inaccurate context
Minimal Correction: Use contextually appropriate term
Must-Preserve: Isibonisi, masiqala
Factual Detail: The error occurred in the desktop view."	The indicator %s encountered a glitch in the desktop view.	0.060039343	0.6483786106109619	FALSE
Akha isiqalisi	Create Launcher	Build a foundation	0	0.6666647791862488	"Error Diagnosis: Misinterpretation
Minimal Correction: Use appropriate synonym
Must-Preserve: Akha isiqalisi
Factual Detail: Launcher creation as the intended action."	Create a launcher	0.0724975	0.9079552888870239	TRUE
Ayaziwa	Unknown	It is known	0	0.5686625838279724	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Change to ""Unknown""
Must-Preserve: Ayaziwa
Factual Detail: The original word means ""unknown"" in isiZulu."	Unknown	1	0.9875068664550781	TRUE
Isibekisi-bhukwini Sesabelo Esingekho	Bookmark for Nonexistent Location	Book Cover of an Absentee Share	0	0.4361686706542969	"Error Diagnosis: Incorrect word choice
Minimal Correction: Use appropriate term
Must-Preserve: Bookmark, Nonexistent Location
Factual Detail: Reflects the purpose of the item as a marker for a non-existent place."	Bookmark for a Nonexistent Location	0.17141814854755813	0.9341493844985962	TRUE
%s: Ngakhoni ukuqala isithakazeli ngizama ephutheni: %s	%s: Cannot start greeter trying default: %s	I couldn't start the excitement while trying to rush: %s	0.11057078116370667	0.4986644685268402	"Error Diagnosis: Incorrect interpretation of the isiZulu phrase
Minimal Correction: Use accurate translation of the isiZulu phrase
Must-Preserve: start greeter, trying default
Factual Detail: Maintain the correct meaning of the isiZulu phrase."	I couldn't contain my excitement when I tried to hurry: %s	0.090102883	0.45905667543411255	FALSE
Igama lendikima kumele libe khona	Theme cannot be deleted	The name of the document must be present.	0.02573285	0.4859046936035156	"Error Diagnosis: Misinterpretation of meaning.
Minimal Correction: Change to ""Theme must be present.""
Must-Preserve: Theme
Factual Detail: Emphasize the necessity of the theme's presence."	The theme must be present.	0.037593405	0.6051888465881348	FALSE
Ucingo lwephimbo lunqanyuliwe	Voice call ended	The phone call has been disconnected.	0.032359348	0.6268236637115479	"Error Diagnosis: Misinterpretation of ""lunqanyuliwe""
Minimal Correction: Change to ""ended""
Must-Preserve: Ucingo, lweiphimbo
Factual Detail: Reflects the completion of the voice call."	The phone call has ended.	0.044706344276931285	0.8060935139656067	TRUE
Akha isiqalisi esisha	Create a new launcher	Build a new beginning	0.16821895003341453	0.6929914951324463	"Error Diagnosis: Misinterpretation of ""isiqalisi"" as ""beginning""
Minimal Correction: Replace ""beginning"" with ""launcher""
Must-Preserve: Akha isiqalisi esisha
Factual Detail: ""Isiqalisi"" refers to a launcher or platform, not just a beginning."	Build a new launcher	0.43146827293898643	0.8700346350669861	TRUE
Okula_ndelayo	_Next	What is being done	0	0.4664870798587799	"Error Diagnosis: Wrong interpretation
Minimal Correction: Use the correct term ""next""
Must-Preserve: Okula_ndelayo
Factual Detail: Indicates the following or upcoming event."	Next	0	0.849193811	TRUE
_I-Tab elandelayo	_Next	The next tab	0	0.6479886174201965	"Error Diagnosis: Overtranslation
Minimal Correction: Remove ""The""
Must-Preserve: Next
Factual Detail: Emphasize sequence or order."	Next tab	0	0.7788068056106567	TRUE
Ngekho	None	There is none	0	0.6019855737686157	"Error Diagnosis: Unnecessary word
Minimal Correction: Remove ""is""
Must-Preserve: None
Factual Detail: Reflect absence accurately."	There is none	0	0.6019855737686157	FALSE
Umphelelo wesikhathi _sokulinda:	Maximum _wait time:	The duration of the waiting period:	0.032359348	0.6425806283950806	"Error Diagnosis: Misinterpretation of meaning
Minimal Correction: Change to reflect the concept of a maximum waiting time
Must-Preserve: Maximum, wait time
Factual Detail: Emphasize the concept of a limit on waiting time."	Maximum waiting time:	0.18616487055295167	0.9013411998748779	TRUE
Umumo wesuku lwenyanga yehele. Amanani engenzeka "ndaweni", "iso" no "ngemthethweni".	The format of file dates. Possible values are "locale", "iso", and "informal".	The condition of the day of the new moon. Possible meanings include "place", "eye", and "officially".	0.1691896235111172	0.5237637758255005	"Error Diagnosis: Incorrect meaning
Minimal Correction: Replace with correct meanings
Must-Preserve: ""Umumo wesuku lwenyanga yehele"", ""ndaweni"", ""iso""
Factual Detail: Translate as ""The format of file dates"" and include possible values ""locale"", ""iso"", and ""informal""."	The format of file dates. Possible meanings include "locale", "iso", and "informal".	0.8232490471721702	0.8705240488052368	TRUE
Ohele _Basendaweni Kuphela	_Local File Only	Ohele _Only at the Place	0	0.5821418762207031	"Error Diagnosis: Misinterpretation of ""Basendaweni"".
Minimal Correction: Use ""Local File"" instead of ""Only at the Place"".
Must-Preserve: Ohele
Factual Detail: Capturing the meaning of referring to a file located in a specific place."	Ohele_Local File Only	0.21177974141341938	0.9262771010398865	TRUE
Ukulanda	Description	Downloading	0	0.5173802375793457	"Error Diagnosis: Misinterpretation
Minimal Correction: Replace with ""Description""
Must-Preserve: Ukulanda
Factual Detail: Reflects the meaning of the original isiZulu word."	Downloading	0	0.5173802375793457	FALSE
Isizinda	Select background	Foundation	0	0.5524207353591919	"Error Diagnosis: Inaccurate translation
Minimal Correction: Change to ""Select background""
Must-Preserve: Isizinda
Factual Detail: Conveys the idea of choosing or selecting a background."	Select background	0.2213885886251307	0.9846773743629456	TRUE
%s: Ngakhoni ukufunda isibonakaliso senhlanganiso	%s: Could not read Session ID	I was unable to learn the organization's sign.	0	0.5231283903121948	"Error Diagnosis: Misinterpretation of the source text
Minimal Correction: Use the correct term for ""Session ID""
Must-Preserve: %s
Factual Detail: The translation should convey the inability to read the Session ID."	I was unable to read the session ID.	0.030601688609851067	0.786864161	TRUE
Ukuthutha okuxegayo	Loose Routing	Heavy transport	0	0.5243563055992126	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Use correct meaning
Must-Preserve: Ukuthutha, okuxegayo
Factual Detail: Express the concept of loose routing"	Loose routing transport	0.0724975	0.930620551	TRUE
Izingobo zomlando zonke	All archives	All historical narratives	0.0724975	0.6022413372993469	"Error Diagnosis: Misinterpretation
Minimal Correction: Replace with ""archives""
Must-Preserve: ""zomlando"", ""zonke""
Factual Detail: Emphasizes the comprehensive nature of the historical records."	All archives of history	0.16821895003341453	0.7322620749473572	TRUE
_Namathelayo	_Sticky	_The one who is persistent	0	0.49126580357551575	"Error Diagnosis: Misinterpretation of meaning
Minimal Correction: Change to ""sticky""
Must-Preserve: Namathelayo
Factual Detail: Conveys the stickiness of the object."	Sticky	0	0.5307685732841492	FALSE
Dlulela engomeni elandelayo	Next track	Go to the next song	0	0.6554949879646301	"Error Diagnosis: Inaccurate interpretation
Minimal Correction: Use correct term 
Must-Preserve: Next track
Factual Detail: Maintain the meaning of moving to the following audio selection."	Move to the next track.	0.037593405	0.797864556	TRUE
Isilayele sesibenzisi esingekho mthethweni '%s'	Invalid command path	Unauthorized use of the '%s' application	0	0.4908391535282135	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Revise to ""Invalid use of the '%s' application""
Must-Preserve: '%s', Isilayele sesibenzisi
Factual Detail: Emphasize the incorrect use of the application."	Invalid use of the '%s' application	0.02573285	0.5428685545921326	FALSE
Umsindo kanye nevidiyo	Sound & Video	Noise and video	0	0.6512680053710938	"Error Diagnosis: Lost nuance
Minimal Correction: Use ""&"" instead of ""and""
Must-Preserve: Umsindo, nevidiyo
Factual Detail: Maintain the distinction between sound and video."	Sound & video	0.21177974141341938	0.980448842	TRUE
_Isibekisi-bhukwini	_Bookmarks	Book cover	0	0.5677201151847839	"Error Diagnosis: Incorrect meaning
Minimal Correction: Use accurate term
Must-Preserve: Isibekisi-bhukwini
Factual Detail: Bookmarks are different from book covers."	Bookmarks	0	0.7449713945388794	TRUE
Vumela ukuhlolwa kokupeletwa kwezilimi:	Enable spell checking for languages:	Allow the examination of language delivery:	0.032359348	0.6386654376983643	"Error Diagnosis: Inaccurate verb choice
Minimal Correction: Replace ""allow"" with ""enable""
Must-Preserve: spell checking, languages
Factual Detail: The translation should convey the functionality of enabling spell checking for different languages."	Enable the ability to check spelling in different languages:	0.063026476	0.8049069046974182	TRUE
_Nge	_About	_Nge	0	0.6737672090530396	"Error Diagnosis: Missing context
Minimal Correction: Use appropriate context
Must-Preserve: _Nge
Factual Detail: Translate accurately to convey the intended meaning."	_Nge	0	0.6737672090530396	FALSE
_Izibekisi-bhukwini	Folders	_The book covers	0	0.533665657	"Error Diagnosis: Incorrect word choice
Minimal Correction: Replace ""covers"" with ""folders""
Must-Preserve: Izibekisi-bhukwini
Factual Detail: The translation should refer to folders, not book covers."	Folders	1	0.9835221767425537	TRUE
Ungan_aki ukupotsozwa kabili kwangaphakathi:	_Ignore duplicate keypresses (Bounce Keys)	You cannot be caught twice from within.	0	0.4477430582046509	"Error Diagnosis: Literal phrasing
Minimal Correction: Use accurate technical term 
Must-Preserve: Ungan_aki, kwangaphakathi
Factual Detail: Translate technical term ""Bounce Keys"" accurately."	You cannot bounce keys twice from within.	0	0.540548563	FALSE
_Ungenzi	_Undo	You do not do	0	0.36508193612098694	"Error Diagnosis: Incorrect verb choice
Minimal Correction: Change ""do"" to ""undo""
Must-Preserve: Ungenzi
Factual Detail: The action of reversing or cancelling something."	You undo	0	0.5907003283500671	FALSE
Incwadi yezinsuku zonyaka	Calendar	The book of the days of the year	0	0.4198099672794342	"Error Diagnosis: Overly literal translation
Minimal Correction: Use more context-appropriate term
Must-Preserve: days, year
Factual Detail: Reflects a collection of days in a year, like a calendar"	The calendar book of the year	0	0.4659302830696106	FALSE
Priscilla Mahlangu Launchpad Contributions: Priscilla Mahlangu https://launchpad.net/~priny Xolani1990 https://launchpad.net/~beno-1990 Zuza Software Foundation https://launchpad.net/~info-translate	translator-credits	Priscilla Mahlangu Launchpad Contributions: Priscilla Mahlangu https://launchpad.net/~priny Xolani1990 https://launchpad.net/~beno-1990 Zuza Software Foundation https://launchpad.net/~info-translate	0	0.43184977769851685	"Error Diagnosis: Missing translation of ""translator-credits""
Minimal Correction: Add ""translator-credits""
Must-Preserve: Priscilla Mahlangu
Factual Detail: Acknowledgement of translator contributions."	Priscilla Mahlangu Launchpad Contributions: Priscilla Mahlangu https://launchpad.net/~priny Xolani1990 https://launchpad.net/~beno-1990 Zuza Software Foundation https://launchpad.net/~info-translate translator-credits: Priscilla Mahlangu, Xolani1990, Zuza Software Foundation	0.009299104	0.47940269112586975	FALSE
_Iziqikithi	_Contents	Essentials	0	0.6828111410140991	"Error Diagnosis: Inaccurate interpretation
Minimal Correction: Change to ""Contents""
Must-Preserve: Iziqikithi
Factual Detail: Reflects the actual meaning of the isiZulu word."	Contents	0	0.8157759308815002	TRUE
Cisha ngokushesha?	_Delete Permanently	Turn it off quickly?	0	0.5217766761779785	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Change to ""Delete Permanently""
Must-Preserve: Cisha ngokushesha
Factual Detail: The urgent and final nature of the action is emphasized."	Delete permanently.	0	0.8820505738258362	TRUE
_Uhume olubonakalayo...	Visible _Columns...	A visible phenomenon...	0.061033220311973134	0.6256182789802551	"Error Diagnosis: Missing key element.
Minimal Correction: Add ""Columns"" after ""Visible"".
Must-Preserve: Visible
Factual Detail: The translation must include the word ""Columns"" to accurately reflect the source text."	A visible columns phenomenon...	0.045649693	0.6517010927200317	FALSE
_Qamba kabusha uphawu lokubekisa	_Rename Bookmark	Redefine the marking sign	0	0.5580276846885681	"Error Diagnosis: Incorrect meaning
Minimal Correction: Use the correct translation
Must-Preserve: Bookmark
Factual Detail: Reflects the action of renaming a bookmark"	Renew the bookmark symbol	0	0.777207613	TRUE
Lwizela _Phandle	Zoom _Out	Lwizela _Phandle	0	0.5767505168914795	"Error Diagnosis: Misinterpretation
Minimal Correction: Change to ""Zoom Out""
Must-Preserve: Lwizela
Factual Detail: Capture the action of zooming out in the translation."	Zoom Out	0.067544361	0.9203688502311707	TRUE
Ukulanda	Description	To download	0	0.43998828530311584	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Change to ""Description""
Must-Preserve: Ukulanda
Factual Detail: The word ""Ukulanda"" in isiZulu does not directly translate to ""to download."""	Description	1	0.9789637923240662	TRUE
Igama lomboniso-sithombe kwidesktop yesiga-nyezi	Desktop computer icon name	The name of the slideshow on the desktop of the current scene	0.020044994979069072	0.525408924	"Error Diagnosis: Overly literal phrasing
Minimal Correction: Use more natural wording
Must-Preserve: Desktop computer icon name
Factual Detail: Refers to the name of the icon on a computer desktop."	The name of the desktop icon in the current scene's slideshow	0.023837651	0.5588047504425049	FALSE
iNautilus ayikhonanga ukwakha lezibaya ezilandelayo ezidingekayo: %s.	Nautilus could not create the following required folders: %s.	Nautilus has not been able to build the following necessary facilities: %s.	0.2102369368326755	0.6132245063781738	"Error Diagnosis: Inaccurate wording
Minimal Correction: Replace ""facilities"" with ""folders""
Must-Preserve: ""Nautilus"", ""required"", ""following""
Factual Detail: Emphasize the specific type of items (folders) that Nautilus could not create."	Nautilus has not been able to create the following required folders: %s.	0.57955815	0.8940939903259277	TRUE
_Ithuluzi kokumele	Toolbar Editor	The tool that is necessary	0	0.5087116956710815	"Error Diagnosis: Literal phrasing
Minimal Correction: Use specific term
Must-Preserve: Toolbar Editor
Factual Detail: Specific software feature."	Toolbar Editor	0.2213885886251307	0.9828402996063232	TRUE
Ayaziwa	Unknown	It is not known	0	0.6947727799415588	"Error Diagnosis: Overly literal translation
Minimal Correction: Simplify to ""Unknown""
Must-Preserve: Ayaziwa
Factual Detail: Capturing the sense of uncertainty or lack of knowledge."	Unknown	1	0.9875068664550781	TRUE
Ungenekhone ukukopela izinhlamvu kudoti.	You cannot move the volume "%s" to the trash.	You cannot steal letters from the trash.	0.13943081391348622	0.5448575615882874	"Error Diagnosis: Misinterpretation of isiZulu phrase.
Minimal Correction: Correct the translation to match the source meaning.
Must-Preserve: kudoti
Factual Detail: The action of moving something to the trash."	You must not rummage through the trash for scraps.	0.048002893858592556	0.4843122661113739	FALSE
Uhlele lwangaphandle elizosetshenzoswa ukuhlela izithombe	External program to use for editing images	An external layout that will be used to organize images	0.027895820162122397	0.6149190664291382	"Error Diagnosis: Incorrect function description
Minimal Correction: Replace ""organize images"" with ""editing images""
Must-Preserve: External program
Factual Detail: The program is used for editing, not just organizing, images."	An external layout that will be used for editing images	0.12867201458772706	0.7410443425178528	TRUE
Khetha imihume ebonakalayo kulesibaya	Mount the volume associated with this folder	Choose visible paths in this kraal.	0.032359348	0.5054295063018799	"Error Diagnosis: Misinterpretation of key terms.
Minimal Correction: Use appropriate technical terminology.
Must-Preserve: visible paths, kraal
Factual Detail: Maintaining the connection between paths and the specific location within a kraal."	Choose the clearly marked paths within this homestead.	0.030601688609851067	0.49260061979293823	FALSE
Kuxhunyanisiwe noma kuthembiwe	Paired or trusted	It has been confirmed or promised	0.037593405	0.557378888	"Error Diagnosis: Incorrect word choice
Minimal Correction: Replace with more appropriate synonym
Must-Preserve: Kuthembiwe
Factual Detail: The translation should convey the meaning of ""trusted"" or ""reliable."""	It is trusted or relied upon	0.044706344276931285	0.6087458729743958	FALSE
Hlunga _ngokwamagama	Sort by _Name	Filter according to words	0	0.6599632501602173	"Error Diagnosis: Incorrect translation
Minimal Correction: Change translation to ""Sort by Name""
Must-Preserve: Hlunga
Factual Detail: The action involves sorting or arranging based on names."	Sort by Name	0.21177974141341938	0.9110895395278931	TRUE
Sebenzisa _Isizinda	Background	Use _Isizinda	0	0.507271945	"Error Diagnosis: Inaccurate translation
Minimal Correction: Use correct translation
Must-Preserve: _Isizinda
Factual Detail: Background, not literal meaning"	Use _Isizinda	0	0.507271945	FALSE
Inkimba sikhati	Clock	It is time for a change.	0	0.4743950664997101	"Error Diagnosis: Misinterpretation
Minimal Correction: Translate as ""clock""
Must-Preserve: Inkimba
Factual Detail: The original isiZulu phrase refers to a clock, not a need for change."	The clock ticks	0	0.7524690628051758	TRUE
_Isibekisi-bhukwini	_Bookmarks...	The book cover	0	0.5630643963813782	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Change to ""bookmarks""
Must-Preserve: ""Isibekisi-bhukwini""
Factual Detail: Reflects the concept of bookmarks in isiZulu."	Bookmarks	0	0.724369228	TRUE
Ingxoxo ku-%s	Chat in %s	Conversation on %s	0.16821895003341453	0.6872044801712036	"Error Diagnosis: Incorrect word choice
Minimal Correction: Replace ""Conversation"" with ""Chat""
Must-Preserve: Ingxoxo
Factual Detail: Emphasize the informal nature of the communication."	Chat on %s	0.18616487055295167	0.8709893226623535	TRUE
Ayifani	Does not match	It is not the same.	0.037593405	0.6232336759567261	"Error Diagnosis: Inaccurate meaning
Minimal Correction: Use ""Not the same""
Must-Preserve: Ayifani
Factual Detail: Expresses similarity comparison."	Not the same	0	0.686386228	FALSE
_Xoxa	_Chat	Talk	0	0.696794331	"Error Diagnosis: Inaccurate meaning
Minimal Correction: Change to ""Chat""
Must-Preserve: Xoxa
Factual Detail: Reflects informal conversation in isiZulu."	Xoxa	0	0.5259970426559448	FALSE
Qala isisebenzisi X bese unqikaza size sithole uhamba kwififo	Start the first X server but then halt until we get a GO in the fifo	Start using X and we will find out how to deal with the disease.	0.021950584824506632	0.5011522769927979	"Error Diagnosis: Misinterpretation of key terms.
Minimal Correction: Correctly interpret ""Qala"" as ""Start"" and ""isisebenzisi"" as ""the first X server"".
Must-Preserve: Qala, isisebenzisi, uhamba kwififo
Factual Detail: Emphasize the action of starting the first X server and waiting for a signal."	Start the first X server and then you can proceed to find out how to deal with the disease.	0.19496249079519765	0.5731853246688843	FALSE
Gcina imiboniso-sithombe ihlelwe ngokobungakanani kumdenda	Keep icons sorted by trash time in rows	Keep the presentations arranged according to size in the portfolio.	0.02568481	0.5589349269866943	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Sort icons by size in columns
Must-Preserve: icons, sorted by trash time
Factual Detail: Sorting icons by size is not the correct instruction."	Sort icons by trash time in columns	0.3768499164492419	0.7070966958999634	TRUE
Indingiliza	Circle	Indingiliza	0	0.447905958	"Error Diagnosis: Incorrect meaning
Minimal Correction: Change to ""Circle""
Must-Preserve: None
Factual Detail: The translation should accurately convey the concept of a circle."	Circle	1	0.9797905087471008	TRUE
Lenkinobho isho inani lemizuzwana ezobonisa ifelemu ngalodwa.	This key specifies the number of seconds each frame will be displayed.	Lenkinobho indicates the number of seconds that will display a single frame.	0.2224246939793677	0.6898730397224426	"Error Diagnosis: Incorrect frame of reference
Minimal Correction: Change to ""each frame""
Must-Preserve: key, specifies, number
Factual Detail: Specifies the duration each frame is displayed."	Lenkinobho specifies the number of seconds each frame is displayed for.	0.5051968359286049	0.7378539443016052	TRUE
_Nge	_About	_Nge	0	0.6737672090530396	"Error Diagnosis: Incorrect translation
Minimal Correction: Replace with correct term
Must-Preserve: _Nge
Factual Detail: The translation should convey the meaning ""about."""	About	0	0.7869929075241089	TRUE
Isikhwama sakhona sokonga amafayela athunyelwe.	The default folder to save file transfers in.	Its storage bag for the sent files.	0.025239074	0.5620434284210205	"Error Diagnosis: Literal phrasing
Minimal Correction: Use appropriate terminology
Must-Preserve: default folder, save file transfers
Factual Detail: It is a designated folder for saving transferred files."	Our designated folder for storing received files.	0.030014486	0.6718128323554993	FALSE
Ijubane eliphinde kabu_sha:	Charge rate:	A speed that is repeated.	0	0.3710663914680481	"Error Diagnosis: Misinterpretation of meaning.
Minimal Correction: Use correct term.
Must-Preserve: Charge rate
Factual Detail: Reflects the concept of a rate or speed."	A recurring charge rate.	0.045649693	0.6363598704338074	FALSE
Inqgikithi yohlu luka GNOME	The main GNOME menu	The essence of the GNOME list	0.044706344276931285	0.6305287480354309	"Error Diagnosis: Incorrect interpretation
Minimal Correction: Use more accurate translation
Must-Preserve: GNOME, main menu
Factual Detail: The translation should accurately convey that it refers to the main menu of GNOME."	The main menu of GNOME	0.14414490662307036	0.9129666686058044	TRUE
Ukugcwaliswa	Saturation	Fulfillment	0	0.4522877037525177	"Error Diagnosis: Incorrect word choice
Minimal Correction: Change ""Fulfillment"" to ""Saturation""
Must-Preserve: Ukugcwaliswa
Factual Detail: Reflects the concept of being completely filled or saturated."	Saturation	1	0.9870988726615906	TRUE
Izithombe zonke	_Image	All the pictures	0	0.6382977962493896	"Error Diagnosis: Over-generalization
Minimal Correction: Use singular form
Must-Preserve: Image
Factual Detail: Emphasize singularity of the noun."	Every image	0	0.5904539227485657	FALSE
_Ungayenzi	_Undo	You can do it	0	0.4327857494354248	"Error Diagnosis: Incorrect translation
Minimal Correction: Change to ""Undo""
Must-Preserve: _Ungayenzi
Factual Detail: The translation should convey the meaning of 'undoing' something."	Undo	0	0.6789588928222656	FALSE
Ngokuka GNOME ebusweni besiga -nyezi	About the GNOME Desktop	According to GNOME on the face of the snowflake	0.030601688609851067	0.45044153928756714	"Error Diagnosis: Literal phrasing
Minimal Correction: Replace ""on the face of"" with ""about""
Must-Preserve: GNOME Desktop
Factual Detail: Expressing the topic correctly."	According to GNOME about each snowflake	0.037593405	0.482032835	FALSE
Umlandiso:print job	print job	Umlandiso:print job	0.16821895003341453	0.6721919775009155	"Error Diagnosis: Unnecessary translation
Minimal Correction: Remove isiZulu prefix
Must-Preserve: print job
Factual Detail: Retain original term for accurate translation."	print job	0.2213885886251307	0.9910669922828674	TRUE
%s: Ngakhoni ukufunda izinga lesiboniso	%s: Could not read Display Class	I managed to learn the level of the demonstration.	0	0.526651144	"Error Diagnosis: Misinterpretation of isiZulu phrase.
Minimal Correction: Use accurate translation.
Must-Preserve: izinga lesiboniso
Factual Detail: Correctly convey the concept of reading a display class."	I struggled to learn the display level.	0	0.6148244142532349	FALSE
